ConcernCode;ent_RechtsVorm_ent_RechtsVorm;c_naam;jaar;omzet_jeugdwet;omzet_totaal;eigen_vermogen;totaal_passiva;vlot_act;liq_mid;pers_kost_tot;kort_schulden;Bedrijfsresultaat;Nettowinst;jeugdwet_clienten;kosten_tot;qPersVerloopTot_InstroomFte;qPersVerloopTot_UitstroomFte;qPersTotTot_AantalFte;percentage_omzet_uit_jeugdwet;current_ratio;solvabiliteit;Weerstand;Vermogen_boven_15procent;percentage_bedrijfsresultaat;percentage_nettowinst;percentage_personeelskosten
3KUFWAWYRL;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;DBM Achterhoek B.V.;2018;881556;917042;197173;225788;225788;206844;454213;0;224705;177577;0;692337;2,9;0,5;7,2;0,961303844;#GETAL!;0,873266073;0,215009781;59616,7;0,245032398;0,193641076;0,495302287
3KWV2HN6NQ;Vennootschap onder firma (VoF);Pegasus begeleiding (V.O.F.);2019;23647;410753;102997;248754;59985;42;267811;0;59816;55501;0;350937;1,1;2;8,1;0,057569878;#GETAL!;0,414051633;0,250751668;41384,05;0,14562523;0,135120133;0,652000107
3KWV2HN6NQ;Vennootschap onder firma (VoF);Pegasus begeleiding (V.O.F.);2018;169700;510490;101336;285523;103394;20843;136224;0;88141;84139;0;422349;2,45;1,1;7,9;0,332425709;#GETAL!;0,354913615;0,198507316;24762,5;0,172659602;0,164820075;0,266849498
3KY7LRU8ZL;Vennootschap onder firma (VoF);GezinsKring 't Huys (Gezinshuis.com);2019;469276;472476;168828;176332;135546;87414;38366;0;189802;189802;0;282674;1;0;2;0,993227169;#GETAL!;0,957443913;0,357326086;97956,6;0,401717759;0,401717759;0,081202008
3KY7LRU8ZL;Vennootschap onder firma (VoF);GezinsKring 't Huys (Gezinshuis.com);2018;155372;313209;64642;72511;46472;22171;0;0;63743;63753;0;249466;1,2;0;1,2;0,496064928;#GETAL!;0,891478534;0,206386151;17660,65;0,203515863;0,203547791;0
3KZWHN65W8;Vennootschap onder firma (VoF);Samen Onderweg Driestroomhuis V.O.F;2019;284681;288614;127637;575805;56301;20242;188532;0;61295;35876;0;227319;0,2;0;0,2;0,986372802;#GETAL!;0,221667057;0,442241194;84344,9;0,212377085;0,124304434;0,653232345
3KZWHN65W8;Vennootschap onder firma (VoF);Samen Onderweg Driestroomhuis V.O.F;2018;379660;379660;145060;604215;66837;32922;55222;0;44285;10117;0;335375;0;0;3,6;1;#GETAL!;0,240080104;0,382078702;88111;0,116643839;0,026647527;0,145451193
3LAS2GPEA9;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Altius ABA Therapie B.V.;2019;180500;492021;-44026;20100;19045;4140;275043;0;-29505;-25447;0;521526;4,33;0,97;11,6;0,36685426;#GETAL!;-2,190348259;-0,089479921;-117829,15;-0,059966953;-0,051719337;0,559006628
3LAS2GPEA9;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Altius ABA Therapie B.V.;2018;107660;293782;-18579;28092;27564;4835;191183;0;-16007;-11417;0;309789;3;0,75;7,5;0,366462207;#GETAL!;-0,661362666;-0,06324077;-62646,3;-0,054485979;-0,038862149;0,650764853
3P6VYS9YKK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Action Kids B.V.;2019;714504;729084;77512;157622;154320;39665;494756;80110;39239;39045;158,76;689845;4,7;9,69;11,05;0,980002304;1,926351267;0,491758765;0,106314224;-31850,6;0,053819587;0,0535535;0,678599448
3P6VYS9YKK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Action Kids B.V.;2018;804114;820172;125944;209306;204873;92595;573882;83362;23589;20140;191,1;796583;3,6;7,3;16,04;0,98042118;2,457630575;0,601721881;0,153558034;2918,2;0,02876104;0,024555825;0,699709329
3P8EJPFZPK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Melody PsyCare GGZ B.V.;2019;1169695;1783249;463444;941567;884187;506335;1050705;478123;138337;107646;175,8248;1644912;0,44;2,12;10;0,655934757;1,849287736;0,492205016;0,25988743;195956,65;0,077575818;0,060365098;0,589208237
3P8EJPFZPK;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Melody PsyCare GGZ B.V.;2018;1016151;1604282;372798;788377;715009;343375;954140;415579;75230;50934;187,9306;1529052;2,1;1,1;10,8;0,63339924;1,720512827;0,472867676;0,232376851;132155,7;0,046893252;0,031748782;0,594745812
3P8LQHQPM8;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Cumulus Home B.V.;2019;274183;965344;98956;178429;161733;55540;474892;0;48659;38533;0;916685;4,45;1,78;7,44;0,284026212;#GETAL!;0,554595946;0,102508536;-45845,6;0,050405866;0,039916341;0,491940697
3P8LQHQPM8;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Cumulus Home B.V.;2018;257791;597449;60424;165626;162801;50171;377307;0;-208274;-227040;0;805723;4,04;2,98;7,41;0,431486202;#GETAL!;0,364821948;0,101136666;-29193,35;-0,348605488;-0,3800157;0,631530055
3P9N8FA2Y9;Stichting;Stichting Simetri;2018;347579;713778;154829;287415;261125;89761;415625;132586;-10583;-10989;67,6;724361;11;4;16;0,486956729;1,969476415;0,538694918;0,216914783;47762,3;-0,014826739;-0,015395543;0,582288891
3PAQ6ZRN3R;Eenmanszaak;PretPalet;2019;285515;285515;99595;102210;79573;48713;65499;0;111169;111169;0;174346;0;0,53;2,52;1;#GETAL!;0,974415419;0,348825806;56767,75;0,389363081;0,389363081;0,229406511
3PAQ6ZRN3R;Eenmanszaak;PretPalet;2018;291457;291457;96411;108818;82859;21699;40710;0;111403;111187;0;180054;0,2;0;1,78;1;#GETAL!;0,885983936;0,330789791;52692,45;0,38222791;0,381486806;0,139677551
3PC7YB4EQ3;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Het Schathuis B.V.;2019;95551;132172;9984;14708;14708;21;47399;0;-16710;-11631;0;148882;0;0;0,66;0,722929213;#GETAL!;0,678814251;0,075537935;-9841,8;-0,126426172;-0,087998971;0,358616046
3PC7YB4EQ3;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Het Schathuis B.V.;2018;56216;104805;21615;101651;87498;23957;0;0;27298;21600;0;77507;0,99;0;0,99;0,536386623;#GETAL!;0,212639325;0,20624016;5894,25;0,260464672;0,206097037;0
3PCDPVQCWR;Stichting;Plekzat (Stichting);2019;416540;540784;620208;642086;587827;559985;294644;21878;25273;24914;9,997;515511;0;1,4;4,15;0,770252078;26,86840662;0,965926683;1,146868251;539090,4;0,046734001;0,04607015;0,544846001
3PCDPVQCWR;Stichting;Plekzat (Stichting);2018;473312;648828;587693;617065;549354;508880;388688;29372;-9389;-10086;13,0764;658217;1,75;3,15;5,3;0,72948763;18,70332289;0,952400476;0,905776261;490368,8;-0,014470707;-0,015544952;0,599061693
3PCSYEBQ67;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Outdoor Care;2019;1107965;1183564;97530;340810;217135;4324;947142;136014;-93400;-107461;314,6;1276964;2,6;0;14,06;0,936125972;1,596416545;0,28617118;0,082403655;-80004,6;-0,078914195;-0,090794414;0,800245699
3PCSYEBQ67;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Outdoor Care;2018;933558;1025433;204991;346492;243489;3205;727281;90501;1382;2166;288,12;1024051;8,72;0;15,08;0,910403703;2,690456459;0,591618277;0,199906771;51176,05;0,001347723;0,002112278;0,709242827
3PKR5T7LGG;Stichting;Stichting Inzet Voor Zorg;2019;6313419;10969818;594703;2509601;2043993;167210;601785;1675798;165374;236732;3181,08;10804444;1,62;0,22;4,75;0,575526321;1,219713235;0,236971136;0,054212659;-1050769,7;0,015075364;0,021580303;0,054858248
3PKR5T7LGG;Stichting;Stichting Inzet Voor Zorg;2018;0;7793271;357971;1252684;1252684;151807;413047;894713;221505;175851;1332,5;7571766;5,5;0;5,5;0;1,400095897;0,285763209;0,045933344;-811019,65;0,028422597;0,022564466;0,053000467
3PP7CKQVHB;Stichting;Stichting Jeugdbescherming west Zuid-Holland;2019;18303550;18744886;98915;4415854;3912089;2096139;12804353;3871333;119512;119512;2489;18625374;24,77;18,94;163,69;0,976455658;1,01052764;0,022399971;0,005276906;-2712817,9;0,006375712;0,006375712;0,683085136
3PP7CKQVHB;Stichting;Stichting Jeugdbescherming west Zuid-Holland;2018;16084183;18156674;-20596;6213301;5417295;993995;11938588;5226215;711632;711632;3527;17445042;35,7;42;158,4;0,885855141;1,036561833;-0,003314824;-0,001134349;-2744097,1;0,039193963;0,039193963;0,65753166
3PYCLESFEB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Educura B.V.;2019;892553;998626;458331;622085;602362;437730;706748;163754;104863;84365;74,8;893763;0,5;0,5;8;0,893781055;3,678456709;0,736765876;0,458961613;308537,1;0,10500728;0,084481077;0,707720408
3PYCLESFEB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Educura B.V.;2018;222404;940651;348485;591798;567047;324707;553887;0;362656;282563;0;577995;0,5;1;8,81;0,236436255;#GETAL!;0,588858023;0,370472152;207387,35;0,38553725;0,300390899;0,588833691
3Q5FYLKES3;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Samen B.V.;2019;665962;665962;36966;197018;176585;0;0;0;47750;36965;0;618212;0;0;13;1;#GETAL!;0,187627526;0,055507672;-62928,3;0,071700788;0,05550617;0
3Q5PJ2LE96;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Amare Zorgcoaching B.V.;2019;1662107;2197888;363821;699603;582071;89773;1521359;335782;62685;40529;74,1994;2135203;0;0;28,3;0,756229162;1,733478864;0,520039222;0,165532093;34137,8;0,028520562;0,018439975;0,692191322
3Q5PJ2LE96;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Amare Zorgcoaching B.V.;2018;1552390;2011180;323292;687493;633938;104666;1175960;364201;213770;145428;375,837;1797410;16,1;9,1;29,25;0,77188019;1,740626742;0,470247697;0,160747422;21615;0,106290834;0,072309788;0,584711463
3Q7JXSVY57;Co�peratie en onderlinge waarborgmaatschappij;Coöperatie Dichtbij U.A. (Cooperatieve vereniging);2019;2604170;12348773;1114769;3426635;3182993;1238209;1020435;2311866;105622;87804;541,45;12243151;2,4;1,4;16,9;0,210884919;1,376806874;0,325324699;0,090273665;-737546,95;0,008553238;0,007110342;0,082634526
3Q7JXSVY57;Coöperatie en onderlinge waarborgmaatschappij;Coöperatie Dichtbij U.A. (Cooperatieve vereniging);2018;2685324;10881878;1026965;2889640;2648701;1090940;950419;1862675;123859;105570;252,84;10758019;1,24;0,57;15,54;0,246770273;1,421987733;0,355395482;0,094373876;-605316,7;0,011382135;0,00970145;0,087339612
3Q7XH6S69B;Vennootschap onder firma (VoF);De Gelukkige Dolfijntjes;2018;317810;763919;-93076;243252;49806;18375;349192;0;12430;2694;0;751489;5,7;0;5,7;0,416025783;#GETAL!;-0,382632003;-0,121840143;-207663,85;0,016271359;0,003526552;0,457106054
3QBKGKXZE9;Vennootschap onder firma (VoF);Middels Hoeksche Waard V.O.F.;2019;184797;257607;244747;248304;72308;39765;19363;0;179201;178809;0;78406;0;0;2,6;0,717360165;#GETAL!;0,985674818;0,950078996;206105,95;0,695637153;0,694115455;0,075164883
3QBKGKXZE9;Vennootschap onder firma (VoF);Middels Hoeksche Waard V.O.F.;2018;144639;206420;244746;248303;59820;36583;17221;0;139442;139846;0;66978;0;0;0,5;0,700702451;#GETAL!;0,98567476;1,185669993;213783;0,675525627;0,677482802;0,083426994
3QDSTUD779;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorggroep Heppie Deejs;2019;732302;1762297;215272;454095;412204;87242;1302580;238823;183408;148049;79,312;1578889;3,98;5,44;19,3;0,415538357;1,725981166;0,474068202;0,122154211;-49072,55;0,104073263;0,084009109;0,739137614
3QDSTUD779;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorggroep Heppie Deejs;2018;651500;1489084;67223;342627;304736;105067;1181721;275404;61485;45375;73,47;1427599;4,6;1,4;23,7;0,437517293;1,106505352;0,196198782;0,04514386;-156139,6;0,041290485;0,030471753;0,793589213
3QK6W9TFTG;Stichting;Uit de Steigers (Stichting);2019;374529;702665;-393106;332252;127560;22556;832617;638736;-462003;-570554;92,38;1164668;11,84;0,56;11,28;0,533012175;0,199706921;-1,183156159;-0,559450094;-498505,75;-0,657501085;-0,811985797;1,184941615
3QK6W9TFTG;Stichting;Uit de Steigers (Stichting);2018;555627;1037608;177446;660802;391895;19515;1018444;420369;-365280;-484647;124,9696;1402888;10,95;9;22,46;0,535488354;0,932264273;0,26853127;0,171014487;21804,8;-0,352040462;-0,467081017;0,981530597
3QKJSKWZDB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Comfortzorg Contract B.V.;2019;2190770;4086940;-5626;971979;856563;1908;3951853;977605;-151980;-128059;107,503;4238920;9,5;5,84;37,91;0,536041635;0,876185167;-0,005788191;-0,00137658;-618667;-0,037186746;-0,031333712;0,966946664
3QKJSKWZDB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Comfortzorg Contract B.V.;2018;1249095;2749055;84909;378230;378230;42105;0;293321;58400;39214;55,36;2690655;9,11;9,11;36,5;0,454372503;1,289474671;0,224490389;0,030886614;-327449,25;0,021243664;0,014264538;0
3QLU7DG3FB;Eenmanszaak;Tugra Zorg & Welzijn (Eenmanszaak);2019;376109;573250;207996;283396;274719;179306;336573;0;107664;107116;0;465586;6,64;5,4;11,39;0,656099433;#GETAL!;0,733941199;0,362836459;122008,5;0,187813345;0,186857392;0,587131269
3QPJALJ7A6;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Autismehuis B.V.;2019;2951414;2951414;-590514;987404;753375;316594;2627326;620360;-347846;-373457;169;3299260;15,77;12,18;46,8;1;1,214415823;-0,598047;-0,200078335;-1033226,1;-0,117857407;-0,126534942;0,890192294
3QPJALJ7A6;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Autismehuis B.V.;2018;2716898;2716898;-217057;1008721;752671;140894;2205876;575538;-174247;-200755;156,17;2891145;20,5;10,1;59,4;1;1,307769426;-0,215180412;-0,079891479;-624591,7;-0,064134539;-0,073891254;0,811909759
3QRHTT42GB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Kleine Maatjes B.V.;2019;694460;1090461;187829;253595;240825;79478;407519;0;87428;67423;0;1003033;2,42;0,67;8,89;0,636849919;#GETAL!;0,740665234;0,172247334;24259,85;0,080175265;0,061829813;0,373712586
3QRHTT42GB;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Kleine Maatjes B.V.;2018;503769;899221;146406;332777;305000;208919;407519;186371;336880;258129;24,96;562341;1,3;0,08;6,12;0,560228242;1,636520703;0,43995228;0,162814258;11522,85;0,374635379;0,287058465;0,453191151
3QWV2B64S9;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;DOK20 / Inzowijs B.V.;2019;3581889;5263710;1001945;1889514;1680904;1000840;4292630;887569;323548;255394;855,54;4940162;0;4,7;77,2;0,680487527;1,893829099;0,530265984;0,190349582;212388,5;0,061467672;0,04851977;0,815514153
3QWV2B64S9;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;DOK20 / Inzowijs B.V.;2018;4068153;5604626;1342975;1874127;1593319;918198;4037303;531152;857208;657704;823,02;4747418;53,51;51,66;83,2;0,725856284;2,99974207;0,716586976;0,239619022;502281,1;0,152946512;0,117350203;0,720351902
3T44RRE3GW;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Forte-GGZ (B.V);2019;8420000;15294000;4655000;8108000;8033000;5149000;10375000;3136000;1628000;1244000;2829,1228;13666000;23,11;20,38;132,98;0,550542696;2,561543367;0,574124322;0,304367726;2360900;0,106446973;0,081339087;0,678370603
3T44RRE3GW;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Forte-GGZ (B.V);2018;6983000;12265000;3139000;6381000;6320000;1232000;8977000;2925000;970000;653000;2539,9;11295000;45,66;20,24;119,49;0,569343661;2,160683761;0,491929165;0,255931512;1299250;0,079086832;0,053240929;0,731920098
3V5HYTD2QS;Maatschap;KIK Training (Maatschap);2019;34298;34299;33209;33209;33209;33027;0;0;31578;31578;0;2721;0;0;0,4;0,999970845;#GETAL!;1;0,968220648;28064,15;0,920668241;0,920668241;0
3V5HYTD2QS;Maatschap;KIK Training (Maatschap);2018;9174;9175;738;738;488;488;0;0;7719;7719;0;1456;0;0;0,15;0,999891008;#GETAL!;1;0,080435967;-638,25;0,841307902;0,841307902;0
3V6VY5MVUL;Eenmanszaak;Gezinshuis Dromen Durven Delen (Eenmanszaak);2019;504767;504767;258606;288086;72823;19218;50512;0;149030;146434;0;355737;0,8;0,8;2,8;1;#GETAL!;0,897669446;0,51232747;182890,95;0,295245133;0,290102166;0,100069933
3V6VY5MVUL;Eenmanszaak;Gezinshuis Dromen Durven Delen (Eenmanszaak);2018;392165;392165;208780;246238;123460;71994;50512;3555;109432;108750;9;282733;0;0,6;2,1;1;34,72855134;0,847878881;0,532377953;149955,25;0,27904581;0,277306746;0,128802927
3VA4GHKPN8;Vennootschap onder firma (VoF);Gezinshuis De Hoeksteen;2019;97948;97948;44280;660841;0;0;0;0;61470;37774;0;36478;2;0;2;1;#GETAL!;0,067005528;0,452076612;29587,8;0,627577898;0,385653612;0
