ConcernCode;ent_RechtsVorm_ent_RechtsVorm;c_naam;jaar;omzet_jeugdwet;omzet_totaal;eigen_vermogen;totaal_passiva;vlot_act;liq_mid;pers_kost_tot;kort_schulden;Bedrijfsresultaat;Nettowinst;jeugdwet_clienten;kosten_tot;qPersVerloopTot_InstroomFte;qPersVerloopTot_UitstroomFte;qPersTotTot_AantalFte;percentage_omzet_uit_jeugdwet;current_ratio;solvabiliteit;Weerstand;Vermogen_boven_15procent;percentage_bedrijfsresultaat;percentage_nettowinst;percentage_personeelskosten
7W2HCMD7K8;Eenmanszaak;BinnensteBuitenTuin;2019;241216;267689;44673;52491;51071;25060;88606;0;75886;75886;0;191803;2,1;2,3;2,9;0,901105387;#GETAL!;0,851060182;0,166883959;4519,65;0,283485687;0,283485687;0,331003515
7W2HCMD7K8;Eenmanszaak;BinnensteBuitenTuin;2018;178255;189805;72839;75984;73869;41891;41711;0;79855;79855;0;109950;0,96;0;2,3;0,939148073;#GETAL!;0,958609707;0,383757014;44368,25;0,420721267;0,420721267;0,219757119
7W338S2FAS;Eenmanszaak;Ervaringsgerichte Therapie Apeldoorn (Eenmanszaak);2019;123292;136389;49615;54046;49632;1050;21778;0;86671;86483;0;49718;0,8;0;0,8;0,903973194;#GETAL!;0,918014284;0,363775671;29156,65;0,635469136;0,634090726;0,159675634
7W4JYVN7NQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Op-maat-gemaakt 1 B.V.;2019;389062;407358;42423;57548;57548;5246;147193;0;21072;21072;0;386286;0,8;0,1;3,8;0,95508619;#GETAL!;0,737175923;0,104141811;-18680,7;0,051728455;0,051728455;0,361335729
7W4JYVN7NQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Op-maat-gemaakt 1 (B.V.);2018;197189;208892;25345;39261;39261;23531;81328;0;29455;23564;0;179437;2,3;0,1;2,3;0,943975834;#GETAL!;0,645551565;0,12133064;-5988,8;0,141005879;0,112804703;0,389330372
7W78W2AAKQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;2Play B.V.;2019;1246249;1247503;-361262;349019;335833;91389;1019825;149281;-77091;-77615;41;1324594;4,62;6,88;16,98;0,998994792;2,249670085;-1,03507832;-0,289588081;-548387,45;-0,061796244;-0,062216283;0,817493024
7W78W2AAKQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;2Play B.V.;2018;1066191;1072285;122367;208232;184107;7251;856114;85865;-5816;-4641;43;1078101;3,34;5,05;16,88;0,994316809;2,144144879;0,587647432;0,114117982;-38475,75;-0,005423931;-0,00432814;0,798401544
7W8Z29NURM;Eenmanszaak;Praktijk voor kinder- en jeugdpsychologie Kim van Gestel (Eenmanszaak);2019;258523;366109;161067;180390;173751;168063;156079;0;143127;134933;0;222982;0;0,22;4,3;0,706136697;#GETAL!;0,892882089;0,439942749;106150,65;0,390940949;0,368559637;0,426318392
7W8Z29NURM;Eenmanszaak;Praktijk voor kinder- en jeugdpsychologie Kim van Gestel (Eenmanszaak);2018;242531;291986;88142;107447;98976;87196;144184;0;77355;63928;0;214631;0;0;3,9;0,830625441;#GETAL!;0,820330023;0,301870638;44344,1;0,264927086;0,218942004;0,493804497
7WBAP2DJ2L;Eenmanszaak;Lianen;2019;55364;85296;22953;23303;23303;16625;8901;0;55460;47803;0;29836;0;0,1;0,2;0,649080848;#GETAL!;0,984980475;0,269098199;10158,6;0,65020634;0,560436597;0,104354249
7WBAP2DJ2L;Eenmanszaak;Lianen;2018;32373;49894;9124;9424;9424;2878;2447;0;37258;34685;0;12636;0,4;0;0,4;0,648835531;#GETAL!;0,968166384;0,182867679;1639,9;0,746743095;0,695173768;0,049043973
7WD98L9CFQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;House Of Boxing B.V.;2019;440969;556367;77487;161748;110528;66597;272957;0;-14257;-14257;0;570624;4;0;11;0,792586548;#GETAL!;0,479060019;0,139273178;-5968,05;-0,025625172;-0,025625172;0,490606021
7WD98L9CFQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;House Of Boxing B.V.;2018;352064;495360;84793;234099;135520;66365;198425;0;-43901;-43901;0;539261;3;0;8;0,710723514;#GETAL!;0,362210005;0,171174499;10489;-0,088624435;-0,088624435;0,400567264
7WEEWNBW9S;Eenmanszaak;Pedagogische praktijk De Bron (Eenmanszaak);2018;168274;168274;62247;78745;31111;12512;16719;0;68592;68419;0;99682;1;1;0,2;1;#GETAL!;0,790488285;0,369914544;37005,9;0,407620904;0,406592819;0,099355813
7WF6QGMSJQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Autstekend B.V.;2019;831972;831972;64273;109543;101050;2667;331351;0;170383;138479;0;661589;0;0;8;1;#GETAL!;0,586737628;0,077253802;-60522,8;0,204794152;0,166446707;0,398271817
7WF6QGMSJQ;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Autstekend B.V.;2018;848586;848586;25794;198526;198526;87956;134796;0;243842;193076;0;604744;1;0;7;1;#GETAL!;0,129927566;0,030396448;-101493,9;0,287350958;0,227526733;0,158847777
7WF9V7Y63M;Co�peratieve vereniging;kindinpraktijk coöperatieve jeugdhulp UA;2019;132728;273776;5803;19248;19248;13;0;0;500;500;0;273276;1;1;4;0,484805096;#GETAL!;0,301485869;0,02119616;-35263,4;0,001826311;0,001826311;0
7WF9V7Y63M;Coöperatie en onderlinge waarborgmaatschappij;kindinpraktijk coöperatieve jeugdhulp UA;2018;26567;188334;5389;22955;22955;149;0;0;1292;1292;0;187042;0,5;0,5;4;0,141063217;#GETAL!;0,234763668;0,028614058;-22861,1;0,006860153;0,006860153;0
7WK4JZE3M4;Maatschap;Florespraktijk (Maatschap);2019;75720;253980;67028;70608;70608;11745;1560;0;195502;195502;0;58478;0;0;0;0,298133711;#GETAL!;0,94929753;0,263910544;28931;0,769753524;0,769753524;0,006142216
7WK4JZE3M4;Maatschap;Florespraktijk (Maatschap);2018;76299;285612;3736;83875;83875;19531;1900;0;236139;236139;0;49473;0;0;3;0,267142137;#GETAL!;0,044542474;0,013080683;-39105,8;0,826782488;0,826782488;0,006652382
7WKVHFDUED;Eenmanszaak;PeP praktijk;2018;80000;80000;744;744;744;47;45000;0;30300;30300;0;49700;1;0;1;1;#GETAL!;1;0,0093;-11256;0,37875;0,37875;0,5625
7WLDBEV8PW;Vennootschap onder firma (VoF);Gezinshuis Uniek V.O.F.;2019;142969;142969;0;0;0;0;0;0;37768;36610;0;105201;0;0;0;1;#GETAL!;#GETAL!;0;-21445,35;0,264169156;0,256069498;0
7WLDBEV8PW;Vennootschap onder firma (VoF);Gezinshuis Uniek V.O.F.;2018;168536;168536;-7487;40844;6352;6352;0;0;65230;63082;0;103306;0;0;0;1;#GETAL!;-0,183307218;-0,044423743;-32767,4;0,387038971;0,374293919;0
7WMQKCVYAQ;Eenmanszaak;MindWorkx;2019;150821;190050;77515;127250;125476;102962;47282;0;83107;82902;0;106943;0;0;2;0,793585898;#GETAL!;0,609155206;0,407866351;49007,5;0,437290187;0,436211523;0,248787161
7WMQKCVYAQ;Eenmanszaak;MindWorkx;2018;82137;112433;35654;59400;57121;53102;3567;0;41774;41774;0;70659;1;0,2;1;0,730541745;#GETAL!;0,60023569;0,317113303;18789,05;0,371545721;0,371545721;0,031725561
7WP47FKKEL;Vennootschap onder firma (VoF);Gezinshuis Villa Dale V.O.F.;2019;109445;109445;-49495;71990;1503;1503;0;0;58677;53777;0;50768;0;0;0;1;#GETAL!;-0,687526045;-0,452236283;-65911,75;0,536132304;0,491360958;0
7WP47FKKEL;Vennootschap onder firma (VoF);Gezinshuis Villa Dale V.O.F.;2018;108624;108624;-53426;72450;1753;1753;0;0;55227;49813;0;53397;0;0;0;1;#GETAL!;-0,73741891;-0,491843423;-69719,6;0,508423553;0,458581897;0
7WPQVALLNS;Eenmanszaak;Romte foar dy (Eenmanszaak);2019;185807;192046;9676;151109;146729;51092;2950;0;79902;79930;0;112144;0;0;0;0,967512992;#GETAL!;0,064033248;0,050383762;-19130,9;0,41605657;0,416202368;0,015360903
7WQVC3XM3Q;Maatschap;Psychiater Praktijk Vechtdal;2019;1370000;1491083;237766;278173;226024;3602;261714;0;987959;476690;0;503124;0,67;0,4;5,7;0,918795265;#GETAL!;0,854741474;0,159458595;14103,55;0,66257814;0,319693806;0,175519404
7WQVC3XM3Q;Maatschap;Psychiater Praktijk Vechtdal;2018;928423;1081215;214263;243811;160043;112185;229666;0;660710;660710;0;420505;0;0;6,4;0,858684905;#GETAL!;0,878807765;0,198168727;52080,75;0,611081052;0,611081052;0,212414737
7WRGBZFT9Q;Vennootschap onder firma (VoF);Driestroomgezinshuis De Melodie V.O.F.;2019;137572;137572;96586;97086;97086;97086;6635;0;35698;35698;0;101874;0;0;0;1;#GETAL!;0,994849927;0,702076004;75950,2;0,259485942;0,259485942;0,048229291
7WRGBZFT9Q;Vennootschap onder firma (VoF);Driestroomgezinshuis De Melodie V.O.F.;2018;131148;131148;54936;56339;56339;55908;6605;0;51039;50830;0;80109;0;0;0,1;1;#GETAL!;0,97509718;0,418885534;35263,8;0,389171013;0,387577393;0,050362949
7WTPNWGEMQ;Vennootschap onder firma (VoF);Zorgboerderij Huiberthoeve;2019;108097;477225;218654;626611;91725;58028;109033;0;73130;46384;0;404095;1,08;0;5;0,226511604;#GETAL!;0,348946954;0,458178008;147070,25;0,153240086;0,097195243;0,228472943
7WTPNWGEMQ;Vennootschap onder firma (VoF);Zorgboerderij Huiberthoeve V.O.F.;2018;269033;433924;43494;618079;44680;44680;248474;37919;-70035;-70035;19,84;503959;0,72;0,54;5,08;0,620000277;1,178301116;0,070369645;0,100234142;-21594,6;-0,161399231;-0,161399231;0,572621012
7WTZXBE8UD;Vennootschap onder firma (VoF);Driestroomhuis Gezinshuis Bethesda V.O.F.;2019;512483;512483;237896;287524;240690;134308;29226;0;192402;190903;0;320081;1,9;0,6;5,33;1;#GETAL!;0,827395278;0,464202715;161023,55;0,37543099;0,372506015;0,057028233
7WTZXBE8UD;Vennootschap onder firma (VoF);Driestroomhuis Gezinshuis Bethesda V.O.F.;2018;471929;471929;176005;220193;157627;84198;15080;0;219357;217600;0;252572;0,77;0;1,9;1;#GETAL!;0,799321504;0,372948049;105215,65;0,464809325;0,461086307;0,031953959
7WWN38NDLD;Stichting;Paard voor Groei en Ontwikkeling (Stichting);2019;500;500;-10070;5991;4775;545;0;0;500;500;0;0;0;0;0;1;#GETAL!;-1,680854615;-20,14;-10145;1;1;0
7WYNJR3QEZ;Stichting;Veilig Thuis Kennemerland (Veilig Thuis - Stichting);2019;6053581;8017395;687074;1976355;1872682;1671105;6552503;1280198;627785;627785;0;7389610;0;0;0;0,75505585;1,462806535;0,347647057;0,085697911;-515535,25;0,078302865;0,078302865;0,817285789
7WYNJR3QEZ;Stichting;Veilig Thuis Kennemerland (Veilig Thuis - Stichting);2018;3547237;4724241;59288;886655;734487;534001;3907779;818939;150860;150860;0;4573381;0;0;0;0,750858604;0,896876324;0,066867045;0,012549741;-649348,15;0,031933172;0,031933172;0,827176048
7WZT9TKSD8;Vennootschap onder firma (VoF);"V.O.F. Gezinshuis De Veen ""Hoop"" (V.O.F.)";2019;211254;211254;60457;73110;24322;24322;5125;0;115474;117094;0;95780;0;0;0;1;#GETAL!;0,82693202;0,286181563;28768,9;0,546612135;0,554280629;0,024259896
7WZT9TKSD8;Vennootschap onder firma (VoF);"V.O.F. Gezinshuis De Veen ""Hoop"" (V.O.F.)";2018;177530;177530;64626;82781;32490;32490;0;0;81965;83831;0;95565;0;0;3;1;#GETAL!;0,780686389;0,364028615;37996,5;0,461696615;0,472207514;0
7X354NEZ83;Eenmanszaak;Zorgboerderij Open Arms;2019;38408;54700;28468;31390;21759;17492;2178;0;7436;7436;0;47264;0;0;0,09;0,702157221;#GETAL!;0,90691303;0,520438757;20263;0,135941499;0,135941499;0,039817185
7X354NEZ83;Eenmanszaak;Zorgboerderij Open Arms;2018;38649;55238;29588;30375;27889;17301;1070;0;16249;16249;0;38989;0;0;0,01;0,699681379;#GETAL!;0,974090535;0,535645751;21302,3;0,294163438;0,294163438;0,019370723
7X3R7ZYNTM;Vennootschap onder firma (VoF);Zorgboerderij The Ranch;2019;289865;291529;174416;261760;89953;64532;69047;0;111012;114576;0;180517;0;0;4;0,994292163;#GETAL!;0,666320293;0,598280102;130686,65;0,380792305;0,393017504;0,236844362
7X3R7ZYNTM;Vennootschap onder firma (VoF);Zorgboerderij The Ranch;2018;215406;277016;156107;257224;91143;49431;34459;0;124549;120720;0;152467;0,4;0,4;4;0,777594074;#GETAL!;0,60689127;0,563530626;114554,6;0,449609409;0,435787103;0,124393537
7X5YZ83VUR;Vennootschap onder firma (VoF);De Spelende Wolf;2019;234705;235577;63885;72376;68876;37677;39402;0;135830;135836;0;99747;0,2;0,2;0;0,99629845;#GETAL!;0,882682105;0,271185218;28548,45;0,576584302;0,576609771;0,167257415
7X5YZ83VUR;Vennootschap onder firma (VoF);De Spelende Wolf;2018;247922;249337;112258;116946;112446;57563;25911;0;157200;157210;0;92137;0;0,5;3;0,99432495;#GETAL!;0,959913122;0,450225999;74857,45;0,630472012;0,630512118;0,103919595
7XAAVJVPVB;Vennootschap onder firma (VoF);Time-Aut.;2019;0;58395;28859;30109;25542;21567;0;1250;38674;38468;4,2;19721;0;0;0;0;20,4336;0,958484174;0,494203271;20099,75;0,66228273;0,65875503;0
7XAAVJVPVB;Vennootschap onder firma (VoF);Time-Aut.;2018;51414;61656;25351;26601;19539;17710;0;0;36302;36115;0;25354;0;0;0,5;0,83388478;#GETAL!;0,953009285;0,411168418;16102,6;0,588782925;0,585749968;0
7XARJZ45E2;Stichting;Stichting Omgangshuis Noord Holland;2019;344379;345527;123868;166225;161797;67604;36468;0;100855;99894;0;244672;0,9;0,1;3,7;0,996677539;#GETAL!;0,745182734;0,358490075;72038,95;0,291887465;0,289106206;0,105543127
7XC3H7SU4H;Vennootschap onder firma (VoF);Zorg- en logeerboerderij Achterstewold;2019;0;118814;381376;418726;11270;11270;0;0;78000;78000;0;40814;0;1;0;0;#GETAL!;0,910800858;3,209857424;363553,9;0,656488293;0,656488293;0
7XC3H7SU4H;Vennootschap onder firma (VoF);Zorg- en logeerboerderij Achterstewold;2018;86499;144210;415658;446795;34339;13624;0;0;84980;84980;0;59230;0;0;1,5;0,599812773;#GETAL!;0,930310321;2,882310519;394026,5;0,589279523;0,589279523;0
7XE5E8FAYT;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgboerderij De Stelle;2019;1146316;1887032;187645;769500;433560;109923;660799;581855;299972;237463;16,72;1587060;0,8;0;14,5;0,607470356;0,745134097;0,243853151;0,099439225;-95409,8;0,158964978;0,125839413;0,350179011
7XEARYYKQ5;Vennootschap onder firma (VoF);Zorgboerderij De Lekhoeve (van der Laan);2019;0;558072;2178105;4105298;260963;17469;0;0;150047;192115;0;408025;0;0;0;0;#GETAL!;0,530559536;3,902910377;2094394,2;0,268866741;0,344247696;0
7XEARYYKQ5;Vennootschap onder firma (VoF);Zorgboerderij De Lekhoeve (van der Laan);2018;6550;36936;5838;5838;2982;0;0;0;30898;30898;0;6038;0;0;0;0,177333767;#GETAL!;1;0,15805718;297,6;0,836528049;0,836528049;0
7XKBD7UJQK;Eenmanszaak;TWORKS;2019;270211;311309;112897;115528;59453;10508;4934;0;209128;208735;0;102181;0;0,5;0,5;0,867983258;#GETAL!;0,9772263;0,362652541;66200,65;0,671769849;0,670507438;0,015849204
7XKBD7UJQK;Eenmanszaak;TWORKS;2018;192890;263799;82379;86605;19779;4245;0;0;176070;175623;0;87729;0;0;0,9;0,731200649;#GETAL!;0,951203741;0,312279425;42809,15;0,667439983;0,665745511;0
7XKM72VQD8;Stichting;Reik (CGO);2019;20870396;33754289;12487831;20275094;14189996;8346789;26442211;4465030;-349450;-386458;780,12;34103739;39,36;59,1;296,88;0,618303529;3,178029263;0,615919758;0,369962792;7424687,65;-0,010352758;-0,011449152;0,783373366
7XKXCT69XF;Eenmanszaak;Zorgbureau Embrace;2019;1004714;1339619;85556;221447;210955;54692;639139;135891;142356;141814;175,5;1197263;2,5;2,2;15,1;0,749999813;1,552383896;0,386349781;0,06386592;-115386,85;0,106266035;0,105861443;0,477105057
7XKXCT69XF;Eenmanszaak;Zorgbureau Embrace;2018;750657;1071955;74586;151649;142825;26480;457812;77063;172653;172486;162;899302;1,5;1,6;11;0,700269134;1,85335375;0,491833115;0,069579413;-86207,25;0,161063664;0,160907874;0,427081361
7XQKGDZ2RV;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Silver Psychologie;2018;439880;1203201;134323;471749;418666;195;907000;337426;-137153;-114104;328;1340354;0;1,6;10,1;0,365591451;1,240763901;0,284734043;0,111638039;-46157,15;-0,113990098;-0,094833698;0,753822512
7XSFXTUA4Z;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Jongerenzorg El Futuro;2018;200547;200847;4184;49796;49796;49796;0;0;5511;4409;0;195336;1;1;1;0,998506326;#GETAL!;0,084022813;0,020831777;-25943,05;0,027438797;0,021952033;0
7XX8HM4GAU;Maatschap;De Binnenkijk;2019;71483;248936;121024;231309;222799;222799;109852;0;103922;100048;0;145014;0;0;2;0,287154128;#GETAL!;0,523213537;0,486165119;83683,6;0,41746473;0,401902497;0,441286114
7XY4P9ARAV;Eenmanszaak;Terra Kids;2019;136295;141295;207170;210116;34430;17738;3400;0;47633;40271;0;93662;0,2;0;0,2;0,964613044;#GETAL!;0,985979173;1,46622315;185975,75;0,337117379;0,285013624;0,02406313
7XY4P9ARAV;Eenmanszaak;Terra Kids;2018;186132;198632;208936;209164;23754;7490;6783;0;100206;100206;0;98426;0,2;0;0,2;0,937069556;#GETAL!;0,998909946;1,051874824;179141,2;0,504480648;0,504480648;0,034148576
7XYPJAFV6N;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgboerderij Stal de Schultenhof B.V.;2019;336079;676540;581186;815898;478157;417765;241208;0;137941;107016;0;538599;1,8;0,7;7,7;0,496761463;#GETAL!;0,712326786;0,859056375;479705;0,203891862;0,158181334;0,356531765
7XYPJAFV6N;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Zorgboerderij Stal de Schultenhof B.V.;2018;292230;617799;474170;711134;326890;275124;211480;0;209897;162441;0;407902;1,34;0,4;6,2;0,473017923;#GETAL!;0,666780101;0,767515001;381500,15;0,33974966;0,262935032;0,342311982
7Z3QF5YZGC;andere rechtsvorm, namelijk:;Levéo Care B.V.;2019;6596961;7633609;642336;2141120;2002921;28088;4453278;1264274;591390;438287;1165,6;7042219;17,73;11,92;72,4;0,864199489;1,584245978;0,3;0,084145782;-502705,35;0,077471875;0,057415437;0,583377797
7Z3QF5YZGC;andere rechtsvorm, namelijk:;Levéo Care B.V.;2018;6046225;6743904;432317;1441057;1318303;76184;4173049;731477;300187;214670;1017,6;6443717;34,26;22,82;57,02;0,896546718;1,802248054;0,299999931;0,064104857;-579268,6;0,044512348;0,031831711;0,618788316
7Z4F65RCXZ;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Kiek! B.V. (Praktijk voor Kinder- en Jeugdpsychologie);2019;1462083;1662004;252118;526660;437966;11845;1069692;274542;118624;98197;572,05;1543380;3,06;0;15,79;0,879710879;1,59526047;0,478711123;0,151695182;2817,4;0,071374076;0,059083492;0,64361578
7Z4F65RCXZ;Besloten vennootschap (BV) met Raad van Toezicht / Raad van Commissarissen;Kiek! B.V. (Praktijk voor Kinder- en Jeugdpsychologie);2018;1160824;1247048;492576;789970;745346;201732;914010;297394;116934;91286;594,88;1130114;8,2;3,74;13,98;0,930857513;2,506257692;0,623537603;0,394993617;305518,8;0,093768644;0,073201673;0,732938909
7Z5984QALY;Stichting;Combinatie Jeugdzorg (Stichting);2019;32799548;34150223;8056672;18980068;11252313;9730052;23939247;3957839;167206;-69631;1612,52;33983017;47,92;51,23;457,94;0,960449014;2,843044651;0,424480671;0,235918577;2934138,55;0,004896191;-0,002038962;0,700998263
7Z5984QALY;Stichting;Combinatie Jeugdzorg (Stichting);2018;31643062;33779155;8126303;19495571;10981542;4666500;23231514;3510419;1325706;1103199;1732,7924;32453449;42,82;58,67;372,98;0,936762983;3,128271013;0,416828161;0,24057153;3059429,75;0,039246275;0,032659165;0,687747044
7ZCCG4LV5W;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Logeerboerderij De Tuorrebout;2019;489592;937707;172153;224472;222567;122849;482336;0;244454;199667;0;693253;3;3,95;8,89;0,522116183;#GETAL!;0,76692416;0,18358933;31496,95;0,260693372;0,212931118;0,514378159
7ZCCG4LV5W;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Logeerboerderij De Tuorrebout;2018;487488;832253;172153;287692;281717;66991;333442;0;172565;143192;0;659688;6,03;3;9,84;0,58574496;#GETAL!;0,598393421;0,206851763;47315,05;0,207346804;0,17205345;0,400649802
7ZDCGKKFTS;Besloten vennootschap (BV) zonder Raad van Toezicht / Raad van Commissarissen;Youngster B.V.;2019;700861;2518850;-85242;656066;465027;2634;1878572;716452;-275316;-248193;17,0868;2794166;11,89;8,78;26,61;0,278246422;0,649069303;-0,129929001;-0,033841634;-463069,5;-0,109302261;-0,098534252;0,745805427
